"","V1","V2","V3","V4","V5","Field Goals","Field Goals","Field Goals","Field Goals","Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","Season"
"1","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2021-2022"
"2","Luka Doncic","DAL","23","15","15","100%","10.7","23.5","45.5","52.7","58.0%","7.3","13.6","53.4","42.0%","3.4","9.9","34.5","2021-2022"
"3","Donovan Mitchell","UTA","25","6","6","100%","8.8","22.2","39.8","43.6","63.9%","7.2","14.2","50.6","36.1%","1.7","8.0","20.8","2021-2022"
"4","CJ McCollum","NOP","30","6","6","100%","8.2","20.8","39.2","46.0","59.2%","5.3","12.3","43.2","40.8%","2.8","8.5","33.3","2021-2022"
"5","Ja Morant","MEM","22","9","9","100%","9.0","20.4","44.0","48.6","72.8%","7.1","14.9","47.8","27.2%","1.9","5.6","34.0","2021-2022"
"6","Stephen Curry","GSW","34","22","22","100%","9.2","20.0","45.9","56.3","48.0%","5.0","9.6","52.6","52.0%","4.1","10.4","39.7","2021-2022"
"7","Jayson Tatum","BOS","24","24","24","100%","8.4","19.7","42.6","50.7","58.5%","5.2","11.5","44.9","41.5%","3.2","8.2","39.3","2021-2022"
"8","Jrue Holiday","MIL","32","12","12","100%","7.4","19.6","37.9","43.2","66.4%","5.3","13.0","41.0","33.6%","2.1","6.6","31.6","2021-2022"
"9","DeMar DeRozan","CHI","32","5","5","100%","7.8","19.0","41.1","41.1","90.5%","7.8","17.2","45.3","9.5%","0.0","1.8","0.0","2021-2022"
"10","Anthony Edwards","MIN","20","6","6","100%","8.3","18.3","45.5","55.9","48.2%","4.5","8.8","50.9","51.8%","3.8","9.5","40.4","2021-2022"
"11","Devin Booker","PHX","25","10","10","100%","7.9","17.5","45.1","53.1","62.9%","5.1","11.0","46.4","37.1%","2.8","6.5","43.1","2021-2022"
"12","Jaylen Brown","BOS","25","24","24","100%","8.2","17.5","47.0","54.2","61.6%","5.7","10.8","53.1","38.4%","2.5","6.7","37.3","2021-2022"
"13","Jalen Brunson","DAL","25","18","18","100%","8.1","17.3","46.6","50.8","75.9%","6.6","13.1","50.4","24.1%","1.4","4.2","34.7","2021-2022"
"14","Klay Thompson","GSW","32","22","22","100%","7.1","16.6","42.9","53.4","45.4%","3.6","7.5","48.2","54.6%","3.5","9.1","38.5","2021-2022"
"15","Kyrie Irving","BKN","30","4","4","100%","7.0","15.8","44.4","50.8","66.7%","5.0","10.5","47.6","33.3%","2.0","5.3","38.1","2021-2022"
"16","Zach LaVine","CHI","27","4","4","100%","6.8","15.8","42.9","50.0","61.9%","4.5","9.8","46.2","38.1%","2.3","6.0","37.5","2021-2022"
"17","Dillon Brooks","MEM","26","11","11","100%","5.5","15.6","34.9","42.2","58.1%","3.2","9.1","35.0","41.9%","2.3","6.5","34.7","2021-2022"
"18","Tyrese Maxey","PHI","21","12","12","100%","7.3","15.2","48.4","55.5","62.1%","5.2","9.4","54.9","37.9%","2.2","5.8","37.7","2021-2022"
"19","De'Andre Hunter","ATL","24","5","5","100%","7.8","14.0","55.7","64.3","62.9%","5.4","8.8","61.4","37.1%","2.4","5.2","46.2","2021-2022"
"20","Trae Young","ATL","23","5","5","100%","4.4","13.8","31.9","37.0","44.9%","3.0","6.2","48.4","55.1%","1.4","7.6","18.4","2021-2022"
"21","Gary Trent Jr.","TOR","23","6","6","100%","5.2","13.7","37.8","45.7","52.4%","3.0","7.2","41.9","47.6%","2.2","6.5","33.3","2021-2022"
"22","Fred VanVleet","TOR","28","4","4","100%","4.8","13.5","35.2","46.3","33.3%","1.8","4.5","38.9","66.7%","3.0","9.0","33.3","2021-2022"
"23","Desmond Bane","MEM","24","12","12","100%","6.3","13.3","47.5","60.9","44.4%","2.8","5.9","46.5","55.6%","3.6","7.4","48.3","2021-2022"
"24","Marcus Smart","BOS","28","21","21","100%","5.4","13.3","40.5","49.1","50.9%","3.1","6.8","45.8","49.1%","2.3","6.5","35.0","2021-2022"
"25","Will Barton","DEN","31","5","5","100%","5.4","13.2","40.9","49.2","57.6%","3.2","7.6","42.1","42.4%","2.2","5.6","39.3","2021-2022"
"26","James Harden","PHI","32","12","12","100%","5.3","13.2","40.5","49.4","51.9%","3.0","6.8","43.9","48.1%","2.3","6.3","36.8","2021-2022"
"27","Bogdan Bogdanovic","ATL","29","4","4","100%","5.0","12.3","40.8","50.0","46.9%","2.8","5.8","47.8","53.1%","2.3","6.5","34.6","2021-2022"
"28","Jordan Clarkson","UTA","30","6","6","100%","6.7","12.2","54.8","61.0","67.1%","5.2","8.2","63.3","32.9%","1.5","4.0","37.5","2021-2022"
"29","Tyler Herro","MIA","22","15","15","100%","4.9","12.1","40.9","45.3","61.3%","3.9","7.4","52.3","38.7%","1.1","4.7","22.9","2021-2022"
"30","D'Angelo Russell","MIN","26","6","6","100%","4.0","12.0","33.3","41.7","56.9%","2.0","6.8","29.3","43.1%","2.0","5.2","38.7","2021-2022"
"31","Chris Paul","PHX","37","13","13","100%","6.7","11.9","56.1","62.3","68.4%","5.2","8.2","64.2","31.6%","1.5","3.8","38.8","2021-2022"
"32","Jordan Poole","GSW","23","22","22","100%","5.9","11.6","50.8","60.6","49.6%","3.6","5.7","62.7","50.4%","2.3","5.8","39.1","2021-2022"
"33","Spencer Dinwiddie","DAL","29","18","18","100%","4.4","10.7","41.7","52.1","50.0%","2.2","5.3","41.7","50.0%","2.2","5.3","41.7","2021-2022"
"34","Monte Morris","DEN","27","5","5","100%","5.0","10.2","49.0","59.8","49.0%","2.8","5.0","56.0","51.0%","2.2","5.2","42.3","2021-2022"
"35","Max Strus","MIA","26","18","18","100%","3.8","10.1","37.4","50.3","22.0%","1.2","2.2","52.5","78.0%","2.6","7.9","33.1","2021-2022"
"36","Jaylen Nowell","MIN","22","1","1","100%","3.0","10.0","30.0","30.0","50.0%","3.0","5.0","60.0","50.0%","0.0","5.0","0.0","2021-2022"
"37","Seth Curry","BKN","31","4","4","100%","5.5","9.8","56.4","71.8","41.0%","2.5","4.0","62.5","59.0%","3.0","5.8","52.2","2021-2022"
"38","Mike Conley","UTA","34","6","6","100%","3.2","9.5","33.3","37.7","56.1%","2.3","5.3","43.8","43.9%","0.8","4.2","20.0","2021-2022"
"39","Kevin Huerter","ATL","23","5","5","100%","3.4","9.4","36.2","45.7","34.0%","1.6","3.2","50.0","66.0%","1.8","6.2","29.0","2021-2022"
"40","Bruce Brown","BKN","25","4","4","100%","5.3","9.3","56.8","64.9","62.2%","3.8","5.8","65.2","37.8%","1.5","3.5","42.9","2021-2022"
"41","Victor Oladipo","MIA","30","15","15","100%","3.3","9.1","36.8","43.0","54.4%","2.2","4.9","44.6","45.6%","1.1","4.1","27.4","2021-2022"
"42","Coby White","CHI","22","5","5","100%","3.0","9.0","33.3","42.2","35.6%","1.4","3.2","43.8","64.4%","1.6","5.8","27.6","2021-2022"
"43","Kyle Lowry","MIA","36","10","10","100%","2.5","8.6","29.1","36.6","37.2%","1.2","3.2","37.5","62.8%","1.3","5.4","24.1","2021-2022"
"44","Reggie Bullock","DAL","31","18","18","100%","3.4","8.4","40.4","57.6","13.2%","0.5","1.1","45.0","86.8%","2.9","7.3","39.7","2021-2022"
"45","Tyus Jones","MEM","26","12","12","100%","3.3","8.3","39.4","48.5","54.5%","1.8","4.5","38.9","45.5%","1.5","3.8","40.0","2021-2022"
"46","Patrick Beverley","MIN","33","6","6","100%","3.5","8.2","42.9","52.0","46.9%","2.0","3.8","52.2","53.1%","1.5","4.3","34.6","2021-2022"
"47","Goran Dragic","BKN","36","4","4","100%","4.5","8.0","56.3","62.5","62.5%","3.5","5.0","70.0","37.5%","1.0","3.0","33.3","2021-2022"
"48","Derrick White","BOS","27","23","23","100%","2.8","7.7","36.4","43.8","52.8%","1.6","4.0","40.9","47.2%","1.1","3.6","31.3","2021-2022"
"49","Danny Green","PHI","35","12","12","100%","3.0","7.4","40.4","57.9","14.6%","0.4","1.1","38.5","85.4%","2.6","6.3","40.8","2021-2022"
"50","Pat Connaughton","MIL","29","12","12","100%","3.5","7.3","47.7","61.9","27.3%","1.4","2.0","70.8","72.7%","2.1","5.3","39.1","2021-2022"
"51","Malik Beasley","MIN","25","6","5","100%","3.2","7.3","43.2","52.3","43.2%","1.8","3.2","57.9","56.8%","1.3","4.2","32.0","2021-2022"
"52","Gabe Vincent","MIA","26","18","18","100%","2.8","7.3","38.2","47.7","38.2%","1.4","2.8","50.0","61.8%","1.4","4.5","30.9","2021-2022"
"53","Bones Hyland","DEN","21","5","5","100%","2.6","7.2","36.1","47.2","36.1%","1.0","2.6","38.5","63.9%","1.6","4.6","34.8","2021-2022"
"54","Grayson Allen","MIL","26","12","12","100%","3.1","6.8","45.1","56.7","41.5%","1.5","2.8","52.9","58.5%","1.6","4.0","39.6","2021-2022"
"55","De'Anthony Melton","MEM","24","10","10","100%","2.1","6.5","32.3","40.8","32.3%","1.0","2.1","47.6","67.7%","1.1","4.4","25.0","2021-2022"
"56","Delon Wright","ATL","30","5","5","100%","3.0","5.8","51.7","60.3","55.2%","2.0","3.2","62.5","44.8%","1.0","2.6","38.5","2021-2022"
"57","Alex Caruso","CHI","28","4","4","100%","2.3","5.8","39.1","54.3","21.7%","0.5","1.3","40.0","78.3%","1.8","4.5","38.9","2021-2022"
"58","Cameron Payne","PHX","27","13","13","100%","1.7","5.7","29.7","33.1","59.5%","1.3","3.4","38.6","40.5%","0.4","2.3","16.7","2021-2022"
"59","Troy Brown Jr.","CHI","22","3","3","100%","1.7","5.7","29.4","35.3","35.3%","1.0","2.0","50.0","64.7%","0.7","3.7","18.2","2021-2022"
"60","Jose Alvarado","NOP","24","6","6","100%","2.7","5.5","48.5","57.6","51.5%","1.7","2.8","58.8","48.5%","1.0","2.7","37.5","2021-2022"
"61","Wesley Matthews","MIL","35","12","12","100%","2.1","5.3","39.1","53.1","29.7%","0.6","1.6","36.8","70.3%","1.5","3.8","40.0","2021-2022"
"62","Ayo Dosunmu","CHI","22","5","5","100%","1.6","5.2","30.8","36.5","50.0%","1.0","2.6","38.5","50.0%","0.6","2.6","23.1","2021-2022"
"63","Kyle Anderson","MEM","28","12","11","100%","2.4","4.3","56.9","59.8","76.5%","2.2","3.3","66.7","23.5%","0.3","1.0","25.0","2021-2022"
"64","Payton Pritchard","BOS","24","24","23","100%","1.8","4.3","42.2","53.9","29.4%","0.8","1.3","63.3","70.6%","1.0","3.0","33.3","2021-2022"
"65","Patty Mills","BKN","33","4","4","100%","2.3","4.0","56.3","78.1","18.8%","0.5","0.8","66.7","81.3%","1.8","3.3","53.8","2021-2022"
"66","Landry Shamet","PHX","25","12","12","100%","1.6","4.0","39.6","49.0","45.8%","0.8","1.8","45.5","54.2%","0.8","2.2","34.6","2021-2022"
"67","Gary Payton II","GSW","29","12","11","100%","2.4","3.7","65.9","75.0","65.9%","1.8","2.4","72.4","34.1%","0.7","1.3","53.3","2021-2022"
"68","Danuel House Jr.","UTA","29","6","6","100%","1.5","3.7","40.9","45.5","54.5%","1.2","2.0","58.3","45.5%","0.3","1.7","20.0","2021-2022"
"69","Austin Rivers","DEN","29","5","5","100%","1.6","3.6","44.4","55.6","33.3%","0.8","1.2","66.7","66.7%","0.8","2.4","33.3","2021-2022"
"70","Jordan McLaughlin","MIN","26","5","5","100%","2.4","3.4","70.6","82.4","58.8%","1.6","2.0","80.0","41.2%","0.8","1.4","57.1","2021-2022"
"71","Javonte Green","CHI","28","5","5","100%","0.6","3.4","17.6","17.6","64.7%","0.6","2.2","27.3","35.3%","0.0","1.2","0.0","2021-2022"
"72","Jarrett Culver","MEM","23","3","3","100%","1.0","3.3","30.0","30.0","80.0%","1.0","2.7","37.5","20.0%","0.0","0.7","0.0","2021-2022"
"73","Shake Milton","PHI","25","12","11","100%","1.5","3.2","47.4","57.9","60.5%","0.8","1.9","43.5","39.5%","0.7","1.3","53.3","2021-2022"
"74","Bryn Forbes","DEN","28","5","5","100%","1.2","3.0","40.0","53.3","26.7%","0.4","0.8","50.0","73.3%","0.8","2.2","36.4","2021-2022"
"75","Devonte' Graham","NOP","27","6","6","100%","1.0","3.0","33.3","47.2","22.2%","0.2","0.7","25.0","77.8%","0.8","2.3","35.7","2021-2022"
"76","Matisse Thybulle","PHI","25","9","8","100%","1.2","2.7","45.8","54.2","41.7%","0.8","1.1","70.0","58.3%","0.4","1.6","28.6","2021-2022"
"77","Furkan Korkmaz","PHI","24","9","5","100%","1.2","2.6","47.8","56.5","56.5%","0.8","1.4","53.8","43.5%","0.4","1.1","40.0","2021-2022"
"78","Aaron Holiday","PHX","25","6","6","100%","1.3","2.3","57.1","75.0","50.0%","0.5","1.2","42.9","50.0%","0.8","1.2","71.4","2021-2022"
"79","Trey Burke","DAL","29","10","8","100%","1.1","2.2","50.0","59.1","54.5%","0.7","1.2","58.3","45.5%","0.4","1.0","40.0","2021-2022"
"80","Moses Moody","GSW","20","13","10","100%","1.1","2.1","53.6","66.1","53.6%","0.6","1.1","53.3","46.4%","0.5","1.0","53.8","2021-2022"
"81","Damion Lee","GSW","29","16","14","100%","0.8","2.1","38.2","44.1","52.9%","0.6","1.1","50.0","47.1%","0.3","1.0","25.0","2021-2022"
"82","Nickeil Alexander-Walker","UTA","23","1","1","100%","2.0","2.0","100","100","100%","2.0","2.0","100","0.0%","0.0","0.0","-","2021-2022"
"83","Frank Ntilikina","DAL","23","12","10","100%","0.7","2.0","33.3","45.8","16.7%","0.2","0.3","50.0","83.3%","0.5","1.7","30.0","2021-2022"
"84","Jared Butler","UTA","21","1","1","100%","0.0","2.0","0.0","0.0","100%","0.0","2.0","0.0","0.0%","0.0","0.0","-","2021-2022"
"85","Josh Green","DAL","21","16","9","100%","0.5","1.8","28.6","37.5","21.4%","0.2","0.4","50.0","78.6%","0.3","1.4","22.7","2021-2022"
"86","Jevon Carter","MIL","26","11","8","100%","0.8","1.7","47.4","55.3","63.2%","0.6","1.1","50.0","36.8%","0.3","0.6","42.9","2021-2022"
"87","Elfrid Payton","PHX","28","2","2","100%","1.0","1.5","66.7","66.7","100%","1.0","1.5","66.7","0.0%","0.0","0.0","-","2021-2022"
"88","Yuta Watanabe","TOR","27","4","4","100%","0.5","1.5","33.3","33.3","83.3%","0.5","1.3","40.0","16.7%","0.0","0.3","0.0","2021-2022"
"89","John Konchar","MEM","26","8","4","100%","0.4","1.4","27.3","31.8","45.5%","0.3","0.6","40.0","54.5%","0.1","0.8","16.7","2021-2022"
"90","Andre Iguodala","GSW","38","7","4","100%","0.6","1.3","44.4","50.0","66.7%","0.4","0.9","50.0","33.3%","0.1","0.4","33.3","2021-2022"
"91","Jaden Springer","PHI","19","5","3","100%","0.6","1.2","50.0","50.0","83.3%","0.6","1.0","60.0","16.7%","0.0","0.2","0.0","2021-2022"
"92","Malachi Flynn","TOR","24","6","4","100%","0.0","1.2","0.0","0.0","57.1%","0.0","0.7","0.0","42.9%","0.0","0.5","0.0","2021-2022"
"93","Aaron Nesmith","BOS","22","15","9","100%","0.3","1.1","23.5","26.5","35.3%","0.2","0.4","50.0","64.7%","0.1","0.7","9.1","2021-2022"
"94","Sterling Brown","DAL","27","9","5","100%","0.3","1.1","30.0","30.0","60.0%","0.3","0.7","50.0","40.0%","0.0","0.4","0.0","2021-2022"
"95","Timothe Luwawu-Cabarrot","ATL","27","4","1","100%","0.5","1.0","50.0","62.5","25.0%","0.3","0.3","100","75.0%","0.3","0.8","33.3","2021-2022"
"96","George Hill","MIL","36","5","3","100%","0.2","1.0","20.0","30.0","60.0%","0.0","0.6","0.0","40.0%","0.2","0.4","50.0","2021-2022"
"97","Armoni Brooks","TOR","24","4","2","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2021-2022"
"98","Nik Stauskas","BOS","28","13","7","100%","0.2","0.9","25.0","37.5","16.7%","0.0","0.1","0.0","83.3%","0.2","0.8","30.0","2021-2022"
"99","Luca Vildoza","MIL","26","7","4","100%","0.3","0.9","33.3","41.7","16.7%","0.1","0.1","100","83.3%","0.1","0.7","20.0","2021-2022"
"100","Isaiah Joe","PHI","22","7","4","100%","0.3","0.7","40.0","50.0","40.0%","0.1","0.3","50.0","60.0%","0.1","0.4","33.3","2021-2022"
"101","Svi Mykhailiuk","TOR","25","3","2","100%","0.0","0.7","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.7","0.0","2021-2022"
"102","Skylar Mays","ATL","24","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2021-2022"
"103","Facundo Campazzo","DEN","31","4","1","100%","0.0","0.5","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.5","0.0","2021-2022"
"104","Rayjon Tucker","MIL","24","8","2","100%","0.1","0.4","33.3","33.3","66.7%","0.1","0.3","50.0","33.3%","0.0","0.1","0.0","2021-2022"
"105","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2020-2021"
"106","Luka Doncic","DAL","22","7","7","100%","13.6","27.7","49.0","57.0","60.8%","9.1","16.9","54.2","39.2%","4.4","10.9","40.8","2020-2021"
"107","Bradley Beal","WAS","28","5","5","100%","11.2","24.6","45.5","48.4","74.0%","9.8","18.2","53.8","26.0%","1.4","6.4","21.9","2020-2021"
"108","Donovan Mitchell","UTA","24","10","10","100%","10.5","23.5","44.7","55.3","51.1%","5.5","12.0","45.8","48.9%","5.0","11.5","43.5","2020-2021"
"109","Ja Morant","MEM","21","5","5","100%","11.0","22.6","48.7","53.1","72.6%","9.0","16.4","54.9","27.4%","2.0","6.2","32.3","2020-2021"
"110","Trae Young","ATL","22","16","16","100%","9.4","22.4","41.8","48.1","59.9%","6.6","13.4","48.8","40.1%","2.8","9.0","31.3","2020-2021"
"111","Damian Lillard","POR","30","6","6","100%","10.3","22.3","46.3","59.3","41.8%","4.5","9.3","48.2","58.2%","5.8","13.0","44.9","2020-2021"
"112","Jayson Tatum","BOS","23","5","5","100%","9.4","22.2","42.3","48.6","67.6%","6.6","15.0","44.0","32.4%","2.8","7.2","38.9","2020-2021"
"113","Devin Booker","PHX","24","22","22","100%","9.6","21.6","44.7","49.4","71.1%","7.6","15.3","49.9","28.9%","2.0","6.2","32.1","2020-2021"
"114","Dillon Brooks","MEM","25","5","5","100%","10.0","19.4","51.5","55.7","79.4%","8.4","15.4","54.5","20.6%","1.6","4.0","40.0","2020-2021"
"115","CJ McCollum","POR","29","6","6","100%","8.3","19.0","43.9","50.0","63.2%","6.0","12.0","50.0","36.8%","2.3","7.0","33.3","2020-2021"
"116","Kyrie Irving","BKN","29","9","9","100%","8.6","18.1","47.2","54.6","60.1%","5.9","10.9","54.1","39.9%","2.7","7.2","36.9","2020-2021"
"117","Jrue Holiday","MIL","31","23","23","100%","6.9","16.9","40.6","46.1","63.5%","5.0","10.7","46.6","36.5%","1.9","6.2","30.3","2020-2021"
"118","Derrick Rose","NYK","32","5","5","100%","8.0","16.8","47.6","52.4","79.8%","6.4","13.4","47.8","20.2%","1.6","3.4","47.1","2020-2021"
"119","Russell Westbrook","WAS","32","5","5","100%","5.6","16.8","33.3","36.3","76.2%","4.6","12.8","35.9","23.8%","1.0","4.0","25.0","2020-2021"
"120","Chris Paul","PHX","36","20","20","100%","7.5","15.0","49.7","54.5","78.3%","6.0","11.8","51.1","21.7%","1.4","3.3","44.6","2020-2021"
"121","Jordan Clarkson","UTA","29","11","11","100%","6.1","15.0","40.6","50.9","41.2%","3.0","6.2","48.5","58.8%","3.1","8.8","35.1","2020-2021"
"122","Tim Hardaway Jr.","DAL","29","7","7","100%","6.0","14.4","41.6","53.0","43.6%","2.7","6.3","43.2","56.4%","3.3","8.1","40.4","2020-2021"
"123","Will Barton","DEN","30","3","3","100%","6.3","14.3","44.2","52.3","51.2%","4.0","7.3","54.5","48.8%","2.3","7.0","33.3","2020-2021"
"124","Bogdan Bogdanovic","ATL","28","18","18","100%","5.4","13.8","39.0","48.4","42.6%","2.8","5.9","47.2","57.4%","2.6","7.9","32.9","2020-2021"
"125","Kemba Walker","BOS","31","3","3","100%","4.3","13.7","31.7","35.4","58.5%","3.3","8.0","41.7","41.5%","1.0","5.7","17.6","2020-2021"
"126","Goran Dragic","MIA","35","4","4","100%","5.8","13.5","42.6","50.9","51.9%","3.5","7.0","50.0","48.1%","2.3","6.5","34.6","2020-2021"
"127","RJ Barrett","NYK","21","5","5","100%","5.2","13.4","38.8","44.8","58.2%","3.6","7.8","46.2","41.8%","1.6","5.6","28.6","2020-2021"
"128","Reggie Jackson","LAC","31","19","19","100%","6.4","13.3","48.4","59.9","43.7%","3.4","5.8","58.2","56.3%","3.0","7.5","40.8","2020-2021"
"129","Marcus Smart","BOS","27","5","5","100%","5.8","13.2","43.9","56.1","34.8%","2.6","4.6","56.5","65.2%","3.2","8.6","37.2","2020-2021"
"130","Norman Powell","POR","28","6","6","100%","6.3","12.7","50.0","56.6","65.8%","4.7","8.3","56.0","34.2%","1.7","4.3","38.5","2020-2021"
"131","Evan Fournier","BOS","28","5","5","100%","5.4","12.6","42.9","53.2","52.4%","2.8","6.6","42.4","47.6%","2.6","6.0","43.3","2020-2021"
"132","Seth Curry","PHI","30","12","12","100%","7.1","12.3","57.8","71.8","44.9%","3.7","5.5","66.7","55.1%","3.4","6.8","50.6","2020-2021"
"133","James Harden","BKN","31","9","8","100%","5.7","12.0","47.2","58.3","38.9%","3.0","4.7","64.3","61.1%","2.7","7.3","36.4","2020-2021"
"134","Dennis Schroder","LAL","27","6","6","100%","4.7","11.7","40.0","45.7","62.9%","3.3","7.3","45.5","37.1%","1.3","4.3","30.8","2020-2021"
"135","Monte Morris","DEN","26","10","10","100%","5.0","11.6","43.1","50.0","65.5%","3.4","7.6","44.7","34.5%","1.6","4.0","40.0","2020-2021"
"136","Mike Conley","UTA","33","6","6","100%","4.8","11.3","42.6","55.9","45.6%","1.8","5.2","35.5","54.4%","3.0","6.2","48.6","2020-2021"
"137","Alec Burks","NYK","29","5","5","100%","4.8","11.2","42.9","50.0","57.1%","3.2","6.4","50.0","42.9%","1.6","4.8","33.3","2020-2021"
"138","Kendrick Nunn","MIA","25","4","4","100%","4.3","10.8","39.5","45.3","58.1%","3.0","6.3","48.0","41.9%","1.3","4.5","27.8","2020-2021"
"139","Joe Harris","BKN","29","12","12","100%","4.1","10.3","39.8","53.3","33.3%","1.3","3.4","39.0","66.7%","2.8","6.8","40.2","2020-2021"
"140","Kevin Huerter","ATL","22","18","18","100%","4.3","10.0","42.8","51.9","47.2%","2.4","4.7","51.8","52.8%","1.8","5.3","34.7","2020-2021"
"141","Tyler Herro","MIA","21","4","4","100%","3.0","9.5","31.6","39.5","50.0%","1.5","4.8","31.6","50.0%","1.5","4.8","31.6","2020-2021"
"142","Cam Reddish","ATL","21","4","4","100%","4.8","9.0","52.8","65.3","61.1%","2.5","5.5","45.5","38.9%","2.3","3.5","64.3","2020-2021"
"143","De'Andre Hunter","ATL","23","5","5","100%","3.6","9.0","40.0","46.7","64.4%","2.4","5.8","41.4","35.6%","1.2","3.2","37.5","2020-2021"
"144","Cameron Payne","PHX","26","22","22","100%","3.7","8.8","42.5","49.0","64.2%","2.6","5.6","46.0","35.8%","1.1","3.1","36.2","2020-2021"
"145","Ish Smith","WAS","32","5","5","100%","3.2","8.6","37.2","39.5","83.7%","2.8","7.2","38.9","16.3%","0.4","1.4","28.6","2020-2021"
"146","Kyle Anderson","MEM","27","5","5","100%","3.6","8.4","42.9","46.4","71.4%","3.0","6.0","50.0","28.6%","0.6","2.4","25.0","2020-2021"
"147","Romeo Langford","BOS","21","4","4","100%","3.3","8.0","40.6","50.0","46.9%","1.8","3.8","46.7","53.1%","1.5","4.3","35.3","2020-2021"
"148","Ben Simmons","PHI","24","12","12","100%","4.9","7.9","62.1","62.1","98.9%","4.9","7.8","62.8","1.1%","0.0","0.1","0.0","2020-2021"
"149","Reggie Bullock","NYK","30","5","5","100%","3.0","7.8","38.5","51.3","25.6%","1.0","2.0","50.0","74.4%","2.0","5.8","34.5","2020-2021"
"150","Facundo Campazzo","DEN","30","10","10","100%","2.9","7.4","39.2","52.0","35.1%","1.0","2.6","38.5","64.9%","1.9","4.8","39.6","2020-2021"
"151","Joe Ingles","UTA","33","11","11","100%","3.5","7.2","49.4","64.6","26.6%","1.4","1.9","71.4","73.4%","2.2","5.3","41.4","2020-2021"
"152","Austin Rivers","DEN","28","10","10","100%","3.0","6.9","43.5","57.2","33.3%","1.1","2.3","47.8","66.7%","1.9","4.6","41.3","2020-2021"
"153","Raul Neto","WAS","29","5","5","100%","2.4","6.8","35.3","41.2","55.9%","1.6","3.8","42.1","44.1%","0.8","3.0","26.7","2020-2021"
"154","Grayson Allen","MEM","25","5","5","100%","2.4","6.6","36.4","48.5","36.4%","0.8","2.4","33.3","63.6%","1.6","4.2","38.1","2020-2021"
"155","Immanuel Quickley","NYK","22","5","5","100%","2.0","6.6","30.3","36.4","66.7%","1.2","4.4","27.3","33.3%","0.8","2.2","36.4","2020-2021"
"156","Bruce Brown","BKN","24","12","12","100%","3.3","6.6","50.6","51.9","86.1%","3.2","5.7","55.9","13.9%","0.2","0.9","18.2","2020-2021"
"157","Alex Caruso","LAL","27","6","6","100%","2.3","6.3","36.8","43.4","55.3%","1.5","3.5","42.9","44.7%","0.8","2.8","29.4","2020-2021"
"158","Jalen Brunson","DAL","24","7","7","100%","2.9","6.3","45.5","52.3","70.5%","2.0","4.4","45.2","29.5%","0.9","1.9","46.2","2020-2021"
"159","De'Anthony Melton","MEM","23","5","5","100%","2.2","6.2","35.5","45.2","35.5%","1.0","2.2","45.5","64.5%","1.2","4.0","30.0","2020-2021"
"160","Lou Williams","ATL","34","18","18","100%","2.8","6.1","45.5","51.4","72.7%","2.1","4.4","46.3","27.3%","0.7","1.7","43.3","2020-2021"
"161","Furkan Korkmaz","PHI","23","12","12","100%","2.5","6.1","41.1","50.7","39.7%","1.3","2.4","55.2","60.3%","1.2","3.7","31.8","2020-2021"
"162","Talen Horton-Tucker","LAL","20","4","4","100%","2.8","6.0","45.8","47.9","79.2%","2.5","4.8","52.6","20.8%","0.3","1.3","20.0","2020-2021"
"163","Danny Green","PHI","34","8","7","100%","2.6","6.0","43.8","58.3","22.9%","0.9","1.4","63.6","77.1%","1.8","4.6","37.8","2020-2021"
"164","Kentavious Caldwell-Pope","LAL","28","5","5","100%","2.2","5.8","37.9","44.8","34.5%","1.4","2.0","70.0","65.5%","0.8","3.8","21.1","2020-2021"
"165","Nicolas Batum","LAC","32","19","19","100%","2.8","5.7","48.6","61.5","33.9%","1.3","1.9","67.6","66.1%","1.5","3.8","38.9","2020-2021"
"166","Bryn Forbes","MIL","27","20","19","100%","2.3","5.6","41.1","55.8","20.5%","0.7","1.1","56.5","79.5%","1.6","4.5","37.1","2020-2021"
"167","Tyrese Maxey","PHI","20","12","11","100%","2.4","5.5","43.9","47.0","81.8%","2.1","4.5","46.3","18.2%","0.3","1.0","33.3","2020-2021"
"168","Wesley Matthews","LAL","34","6","6","100%","1.7","5.5","30.3","40.9","24.2%","0.5","1.3","37.5","75.8%","1.2","4.2","28.0","2020-2021"
"169","Terance Mann","LAC","24","19","16","100%","2.8","5.5","51.9","59.6","64.4%","2.0","3.5","56.7","35.6%","0.8","1.9","43.2","2020-2021"
"170","Donte DiVincenzo","MIL","24","3","3","100%","1.0","5.3","18.8","25.0","25.0%","0.3","1.3","25.0","75.0%","0.7","4.0","16.7","2020-2021"
